Text,Label,Clean Text
#didyouknow the male brain is 3.4 times larger than the female brain? #maledominance ,0, didyouknow male brain  time larger female brain maledominance 
"After yesterday black refugees stop police, today at 5.30 in Germany the refugeehome was entered and many blacks went to jail. ",1, yesterday black refugee stop police today  germany refugeehome entered many black went jail 
@user while Scotland takes in many refugees there's a quiet disdain from the poorer in society they are being left behind forgotten ,1, user scotland take many refugee there quiet disdain poorer society left behind forgotten 
"@user @user Illegals are dumping their kids heres o they can get  welfare, aid and U.S School  Ripping off U.S Taxpayers  #SendThemBack !  Stop Alowing illegals to Abuse the Taxpayer #Immigration via @user ",1, user user illegals dumping kid here get  welfare aid u school  ripping u taxpayer  sendthemback   stop alowing illegals abuse taxpayer immigration via user 
"@user The voters had to decide free. Now they will work and after one year we will see whats happen. The lefts see Nazis now evrywhere, because they loose the elections. Hopefully many refugees will deported home, this want the  voter. ",0, user voter decide free work one year see whats happen left see nazi evrywhere loose election hopefully many refugee deported home want  voter 
"#DonaldTrump is right. Why bother with due process? No need for a judge. Just take @user out the back, and string him up. #Immigration #FakePresident #Trumpublicans ",1, donaldtrump right bother due process need judge take user back string immigration fakepresident trumpublicans 
"Great video on refugee crisis ""These are people, not numbers"" RT @user 2/3 of all refugees come from just 5 countries.ðŸ‡¸ðŸ‡¾ SyriaðŸ‡¦ðŸ‡« AfghanistanðŸ‡¸ðŸ‡¸ South SudanðŸ‡²ðŸ‡² MyanmarðŸ‡¸ðŸ‡´ SomaliaImagine what peace in just one of those countries could mean. ",0, great video refugee crisis people number rt user  refugee come  country syria afghanistan south sudan myanmar somaliaimagine peace one country could mean 
"Behold the future DACA America - unless we Man The F*ck Up and Deport the illegal aliens.Sooner or later this will be us, having to take to streets crying out for our fellow Americans to MAN THE F*CK UP and save our girls.#NoDACA ",0, behold future daca america  unless man fck deport illegal alienssooner later u take street cry fellow american man fck save girlsnodaca 
UK Labour Party is right to drop racist IHRA guidelines of anti-Semitism – Mondoweiss ,0, uk labour party right drop racist ihra guideline antisemitism  mondoweiss 
"i cannot allow my folks to cuff no whore , not a good look fuck allat turn a hoe into a house wife shit 😂 ",1, cannot allow folk cuff whore  good look fuck allat turn hoe house wife shit  
Any girl that says pussy rules the world has never had good dick ,0, girl say pussy rule world never good dick 
"If you can't spell 'masturbate' right, we can't sext... I don't have time for that kind of negativity in my life ",1, cant spell masturbate right cant sext dont time kind negativity life 
"Do you know what they do to rapists in jail, dumbfuck? lol have fun ",1, know rapist jail dumbfuck lol fun 
Cunt of the year qualifier. Blocked the path. A woman with a six month old kid in a pram had to walk in the road with traffic because of him ,0, cunt year qualifier blocked path woman six month old kid pram walk road traffic 
I have an organic protein shake for you 😘 ,0, organic protein shake  
Steven Spielberg Is A Stupid Bitch #richardspenceruf #usnavy #timemagazine #feminismiscancer #socialism #bieber #cpc ,0, steven spielberg stupid bitch richardspenceruf usnavy timemagazine feminismiscancer socialism bieber cpc 
Moody ass mother fuckers....smh ,0, moody as mother fuckerssmh 
"Stop asking me how many people I've slept with, your guess is as good as mine ",0, stop asking many people ive slept guess good mine 
Fish tacos 😛 ,0, fish taco  
"@user @user @user Oh what a conclusion.Buddy Delhi is being made slum by AAP, huge influx of Muslim illegal migrants.Just go&amp;see Okhla,Yamuna Banks,NZM,JMsjd ",0, user user user oh conclusionbuddy delhi made slum aap huge influx muslim illegal migrantsjust goampsee okhlayamuna banksnzmjmsjd 
@user i have diarrhea that smells better THAN u spook nigger coon cunt pig whore and fuck ur faggoty ass hat bitch dyke twat retard ,0, user diarrhea smell better u spook nigger coon cunt pig whore fuck ur faggoty as hat bitch dyke twat retard 
Being rude to you. Call u slut or bitch or everything related. U rasa putus tunang is the best way ke? ,1, rude call u slut bitch everything related u rasa putus tunang best way ke 
@user While the billions outside America love SNL and just point and laugh at the stupid cunt in the White House 😂😂😂 ,1, user billion outside america love snl point laugh stupid cunt white house  
You can't have sex with a personality ,1, cant sex personality 
"Today is the start of #RefugeeAwarenessMonth as we count down to #WorldRefugeeDay June 20th! We have a growing list of special events to raise awareness, agreement, and action as we welcome refugees to Memphis. Check... ",0, today start refugeeawarenessmonth count worldrefugeeday june th growing list special event raise awareness agreement action welcome refugee memphis check 
I would love to take the credits but you Selvam and the team make it all posssble. Om Sai Ram. #LLLD ,0, would love take credit selvam team make posssble om sai ram llld 
@user your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin ,0, user dirty fuckin whore u got chat go suck ur fuckin mum u disgusting lil hoe say suttin 
"National Guard deployment led to more than 10,000 arrests of illegal immigrants, says CBP   Great news... ",0, national guard deployment led  arrest illegal immigrant say cbp   great news 
#Trump backs Rome on migrants at Conte meeting ,1, trump back rome migrant conte meeting 
@user @user your bitch of a mother should of swallowed you like the whore she was ,0, user user bitch mother swallowed like whore 
Looks like a bread line in Africa.. Can #Spain afford all this?  Hundreds of migrants break through border at Spanish exclave Ceuta via @user ,0, look like bread line africa spain afford  hundred migrant break border spanish exclave ceuta via user 
CA migrant hotels wrecked by grateful new Canadianshttps://t.co/BJ1dwH4YCO ,1, ca migrant hotel wrecked grateful new canadianshttpstcobjdwhyco 
How did you get time off school? ,1, get time school 
Greece: Refugees Want to Go Home | European Journal via @user THER  BACK-....IN SPAIN ,0, greece refugee want go home  european journal via user ther  backin spain 
"Today's global refugee crisis strains host country resources, threatens children’s safety, and uproots global peace and stability. As the world’s largest provider of emergency food assistance for #refugees, @user helps millions of refugees every year. ",0, today global refugee crisis strain host country resource threatens childrens safety uproots global peace stability world largest provider emergency food assistance refugee user help million refugee every year 
"GOP's love for RUS is no mystery. It's overwhelmingly white, anti-women, anti-gay, and anti-immigrant. No pesky freedom of the press or civil liberties, and old white billionaires make ALL the decisions. The *only* downside for US righties is the lack of gun-ownership. ",0, gop love ru mystery overwhelmingly white antiwomen antigay antiimmigrant pesky freedom press civil liberty old white billionaire make decision downside u righties lack gunownership 
@user Wife mom CROOK THIEF. Murderer Woman abuser .Weinstein supporter.Cunt ,0, user wife mom crook thief murderer woman abuser weinstein supportercunt 
"Many illigal refugees was found death in south of USA in the desert. Trump can help, if he build the wall against Mexiko. ",0, many illigal refugee found death south usa desert trump help build wall mexiko 
Thanks to all those who came to protest Trump's visit in Leeds - around 1500 joined the Leeds Together Against Trump protest this evening - to send a clear message that Trump is not welcome here - and refugees and migrants are @user @user @user ,1, thanks came protest trump visit leeds  around  joined leeds together trump protest evening  send clear message trump welcome  refugee migrant user user user 
@user Correction - HUGH if true. #makemeasandwich ,1, user correction  hugh true makemeasandwich 
Immigrants &amp; community colleges - our students really made the day @user @user @user @user &amp; thanks to @user for  presentation on the ADVANCE program and @user Teresita Wisell @user @user ,1, immigrant amp community college  student really made day user user user user amp thanks user  presentation advance program user teresita wisell user user 
When is the left going to stop war on conservative women ? Boycott SNL . Disgusting ratings whore. Only target cons… ,1, left going stop war conservative woman  boycott snl  disgusting rating whore target con 
As you get ready for the Black &amp; Gold game today here are 5 things you can say to the person next to you to make you sound like a Ram fan... ,0, get ready black amp gold game today  thing say person next make sound like ram fan 
NY Times: 'Nearly All White' States Pose 'an Array of Problems' for Immigrants ,0, ny time nearly white state pose array problem immigrant 
Watch: Brave Italian cop arrests illegal migrant armed with a knife - Multiculturalism? - Free Speech Time - @user ,0, watch brave italian cop arrest illegal migrant armed knife  multiculturalism  free speech time  user 
@user It's sad cause what if she was telling the truth about rape :/ it should still be investigated but the bitch is crazy lol ,0, user sad cause telling truth rape  still investigated bitch crazy lol 
Immigration means devided nations when those seek ayslum want to demand housing etc when we dont have enough resources to go around trith ,1, immigration mean devided nation seek ayslum want demand housing etc dont enough resource go around trith 
Trump Administration Tells ACLU It’s Responsible for Finding Deported Immigrant Parents via @user ,1, trump administration tell aclu responsible finding deported immigrant parent via user 
#China invites all UN countries to use its future space station | #CBC News #UnitedNations #ChinaSpaceStation ,0, china invite un country use future space station  cbc news unitednations chinaspacestation 
"I love the pussy pics I get all day long on snap but when I get sent a dick pic, I block for 'inappropriate snaps' Does that make me sexist? ",0, love pussy pic get day long snap get sent dick pic block inappropriate snap make sexist 
@user @user @user @user This ugly bitch has a mistress? Women are stupid. ,0, user user user user ugly bitch mistress woman stupid 
"@user Look at miss sandwich maker trying to talk shit. Bitch, you work for ESPN. You instantly know nothing about hockey. Shut up ",0, user look miss sandwich maker trying talk shit bitch work espn instantly know nothing hockey shut 
"honestly, can someone autotune his scream at the end to the start of “Immigrant Song?” ",1, honestly someone autotune scream end start immigrant song 
Sometimes drastic &amp; dramatic measures are the only means to bring back control &amp; normality Time for the tolerant to become non tolerant#Europe  #UK need to reclaim their ways of life and values hijacked &amp; abused by #Muslim migrants courtesy of our liberal moronic governments ,1, sometimes drastic amp dramatic measure mean bring back control amp normality time tolerant become non toleranteurope  uk need reclaim way life value hijacked amp abused muslim migrant courtesy liberal moronic government 
"I truly hope so, I do, I do, I do @user @user #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike ",0, truly hope user user lockthemup buildthewall enddaca boycottnfl boycottnike 
"Vive la #France! And a lot of other nations too, as migrant sons lift #FIFA‘‰#WorldCup2018 #UnitedNations ",1, vive la france lot nation migrant son lift fifaworldcup unitednations 
RT @user When a fart slips out in front of your fella for the first time ,1, rt user fart slip front fella first time 
@user Hmmm...... But you know it's not all men ,0, user hmmm know men 
He can take his family with him ILLEGAL IS ILLEGAL ! Not Above U.S Laws @user Deport ASAP FAKE #FAmiliesBelongTogether Scam Take Your Family and Stop Living Off My Family taxes  go Home #Trump #MAGA #SendThemHome  No #DACA #immigration #RedNationRising ,0, take family illegal illegal  u law user deport asap fake familiesbelongtogether scam take family stop living family tax  go home trump maga sendthemhome  daca immigration rednationrising 
@user Weinstein must be your daddy you fat slob. Both of you are ugly af and I guess need to rape women to get… ,0, user weinstein must daddy fat slob ugly af guess need rape woman get 
“I am German when we win but I am an immigrant when we lose”https://t.co/WPLZ3lTRGz ,1, german win immigrant losehttpstcowplzltrgz 
Please stop labeling women “hysterical” “crazy” “mad” we are full of rage and grief. ,0, please stop labeling woman hysterical crazy mad full rage grief 
"Your girl is a hoe, she fucked all my bros ",0, girl hoe fucked bros 
So is Caitlyn celebrating half the day or nah? ,0, caitlyn celebrating half day nah 
When your ride for work came early but you weren't done stalkin all of bae's social media pages ,1, ride work came early werent done stalkin baes social medium page 
"@user what does the word 'Parody', clearly stated in the bio, mean to you? ",0, user word parody clearly stated bio mean 
Will peace with #Ethiopia end misery of #Eritrea's refugees? via @user #WithRefugees @user @user @user @user @user @user ,0, peace ethiopia end misery eritrea refugee via user withrefugees user user user user user user 
"Illegal aliens, it’s all your fault You Refuse to Obey U.S Laws and Committed Child Abuse using Your Kids To Illegally enter the U.S  Illegal #FamiliesBelongTogether in THEIR COUNTRY NOT THE U.S #Trump #MAGA  #Immigration #NoAmnesty via @user ",0, illegal alien fault refuse obey u law committed child abuse using kid illegally enter u  illegal familiesbelongtogether country u trump maga  immigration noamnesty via user 
Just when things are going good women will fuck it up. They're not happy unless there's turmoil #WomenSuck ,0, thing going good woman fuck theyre happy unless there turmoil womensuck 
"Kris Kobach, the man who pushed cities and towns to pass anti-immigrant ordinances, then raked in the cash when he was hired to defend them in court (He also routinely lost the cases) ",1, kris kobach man pushed city town pas antiimmigrant ordinance raked cash hired defend court also routinely lost case 
"@user @user That’s part of it! Overall, it’s about feeling that more refugees would add to the city, whereas there’s too much tourism in it. ",1, user user thats part overall feeling refugee would add city whereas there much tourism 
@user  when the Tory's relax non EU Immigration for NHS recruitment then make it harder for people to make complaints and sue incompetent medical practice go hand in hand and there is a price for not training UK staff everything has a price! it ,0, user  tory relax non eu immigration nh recruitment make harder people make complaint sue incompetent medical practice go hand hand price training uk staff everything price 
Sebastian Gorka Launches Emotional Tirade Against Col. Macgregor For Questioning Syria Strikes ,0, sebastian gorka launch emotional tirade col macgregor questioning syria strike 
US Senator seeks Nielsen resignation over separation of immigrant families via @user ,0, u senator seek nielsen resignation separation immigrant family via user 
Outrage in the EU after Israel helped Hungary build a security fence to stop illegal immigration - Free Speech Time - @user ,0, outrage eu israel helped hungary build security fence stop illegal immigration  free speech time  user 
"Czech PM Rejects Merkel's ""Flexible"" EU Immigration Plan As Aftermath of Migrant Crisis Intensifies | Zero Hedge ",0, czech pm reject merkels flexible eu immigration plan aftermath migrant crisis intensifies  zero hedge 
@user NO.  Our immigration system MUST act in the ethnic interests of the founding people and NOT change the racial demographic makeup like it is intentionally doing.Denying Whites their right to survive as separate nations and defend their racial inter ,1, user  immigration system must act ethnic interest founding people change racial demographic makeup like intentionally doingdenying white right survive separate nation defend racial inter 
"Please listen to a Syrian refugee now in Germany.  He asks that people around the world demand that the annihilation of women and children, deliberate attacks on hospitals and medial people and the mass bombings be tried as the crimes they truly are. ",0, please listen syrian refugee germany  asks people around world demand annihilation woman child deliberate attack hospital medial people mass bombing tried crime truly 
The administration's shameful treatment of immigrants needs to end now. Congress must speak out for a moral system that puts humanity at the center of our treatment of immigrants. ,1, administration shameful treatment immigrant need end congress must speak moral system put humanity center treatment immigrant 
"One saw violent migrant rampage in #Spain.Border guards take great risks to protect Europeans &amp; need full support, not vile smears from open-border agitators @user who are engaged in campaign to unjustly slander guards in #Slovenia. #Visegrad ",0, one saw violent migrant rampage spainborder guard take great risk protect european amp need full support vile smear openborder agitator user engaged campaign unjustly slander guard slovenia visegrad 
"The #Republican administration's policy on #ImmigrantChildren continues to be unconscionable, in spite of repeated court orders. Why are those responsible not in jail? #AbolishICE #AbolishDHS #Election2018 @user @user @user @user ",0, republican administration policy immigrantchildren continues unconscionable spite repeated court order responsible jail abolishice abolishdhs election user user user user 
keep lisa and jisoo out of your dirty mouth ugly skank ass bitch deactivate delete go get a life stay away from bla… ,1, keep lisa jisoo dirty mouth ugly skank as bitch deactivate delete go get life stay away bla 
@user Where is that Darlene Vega slut bitch? That bitch is amazing ,0, user darlene vega slut bitch bitch amazing 
Keep informed: ,1, keep informed 
Austria trying to save itself from Muslim migrant invasion too.... Turkey’s President Tayyip Erdogan denounces Chancellor Kurz. So what!https://t.co/QcM4bMFHno ,1, austria trying save muslim migrant invasion turkey president tayyip erdogan denounces chancellor kurz whathttpstcoqcmbmfhno 
"People that ask you why you unfollowed them are the worst kind of people... Bitch, cause fuck you, that's why ",0, people ask unfollowed worst kind people bitch cause fuck thats 
this fake bitch trynna indirect me Hello @ me if ur not a coward hoe ,1, fake bitch trynna indirect hello  ur coward hoe 
The #OpioidCrisis begins at the border! #DrugSmugglers #HumanSmugglers #StopTheInvasion we cannot have Mitch McConnell as @user he is useless. #BuildTheWall #DeportThemAll #NoAmnestyEver ,1, opioidcrisis begin border drugsmugglers humansmugglers stoptheinvasion cannot mitch mcconnell user useless buildthewall deportthemall noamnestyever 
Immigration gone crazy 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get pain peanuts and are trained and come from the UK ,1, immigration gone crazy  trainee doctor abroad nurse practitioner equivalent get pain peanut trained come uk 
@user #StopTheInvasion #BuildTheWall #HomeTown Meeting #California #FavoritePresident #ActionSpeaksVolumes  #ProtectAmerica #HonorTheFlag ,1, user stoptheinvasion buildthewall hometown meeting california favoritepresident actionspeaksvolumes  protectamerica honortheflag 
@user I'll send Meechy at yo hoe if yo bitch keep eyein' me ,1, user ill send meechy yo hoe yo bitch keep eyein 
@user @user @user @user @user @user 12 weeks in prison funded by the great British public #sendthemback ,1, user user user user user user  week prison funded great british public sendthemback 
Yes!! Keon with Trump! #TRUMP2020 #BuildThatWall #FreeAssabge ,1, yes keon trump trump buildthatwall freeassabge 
Robert DeNiro used his 'Tribeca Grill' as after hours whorehouse to Pimp young women to Harvey Weinstein. #MeToo ,1, robert deniro used tribeca grill hour whorehouse pimp young woman harvey weinstein metoo 
Who actually hopes this?nobody does #sendthemback ,1, actually hope thisnobody sendthemback 
"Day 6 #sensationalWIP Joseph Carter, my antag, is an English immigrant who's trying to establish a psychiatric hospital in Ash Grove. Upstate NY, 1899. Daniel Day-Lewis for my antag's voice, esp at 1:04 when he describes the Five Points📚#amwriting ",0, day  sensationalwip joseph carter antag english immigrant who trying establish psychiatric hospital ash grove upstate ny  daniel daylewis antags voice esp  describes five pointsamwriting 
@user I LOVE YOU SO MUCH CHIM 😘 WE LOVE YOU On ho or wat u r cuz THAT GIVE US INSPIRATIONS. WE TREASURE YOU AS HOW Y'ALL TREASURE ARMYs ,1, user love much chim  love ho wat u r cuz give u inspiration treasure yall treasure army 
Why is it so hard to understand. They are not immigrants. Immigrants come here legally and follow the rules and laws. Illegals are just that. Illegal = criminal. They are not law abiding.  ,0, hard understand immigrant immigrant come legally follow rule law illegals illegal  criminal law abiding  
@user #Uk council for Muslims shut up fed up of your winging you never speak against racism against Jews or Christians and others yet the Jewish Voice speaks against Islamophobia we hate Tories but they give Syrians refugees hope what r u given us sw ,0, user uk council muslim shut fed winging never speak racism jew christian others yet jewish voice speaks islamophobia hate tory give syrian refugee hope r u given u sw 
"Amusing as hell how France and Germany insist how wonderful these ""refugees"" are, but demand that Hungary and Poland take them by the tens of thousands. If they were such a boon for Europe why would they ever want to give them away? #Hypocrisy #RefugeesNotWelcome #YouHaveToGoBack ",1, amusing hell france germany insist wonderful refugee demand hungary poland take ten thousand boon europe would ever want give away hypocrisy refugeesnotwelcome youhavetogoback 
World Bank report urges Thailand to revisit migrant worker policies to pursue 4‘¤0 growth strategy ,0, world bank report urge thailand revisit migrant worker policy pursue  growth strategy 
@user This country is being led by crawlers to other religions from immigration to Education vote no to Europe and save our nation now ,1, user country led crawler religion immigration education vote europe save nation 
"If you actually believe a woman 'asks' to be raped because of the clothes they wear, you're an absolute shit excuse of a human, and a cunt. ",0, actually believe woman asks raped clothes wear youre absolute shit excuse human cunt 
"Algeria, Egypt, Morocco &amp; Tunisia all reject EU proposal to set up disembarkation centers in north Africa for refugees &amp; migrants intercepted at sea, leaving Libya and its record of torturing &amp; indefinitely detaining them in atrocious conditions ",1, algeria egypt morocco amp tunisia reject eu proposal set disembarkation center north africa refugee amp migrant intercepted sea leaving libya record torturing amp indefinitely detaining atrocious condition 
I just had the biggest heart to heart with someone I’ve known since 7th grade and we’ve only ever made fun of each other. Was weird but that was a nice hug dude. Love you phelix. Always knew you thought of me as something more than a dirty immigrant :’) ,0, biggest heart heart someone ive known since th grade weve ever made fun weird nice hug dude love phelix always knew thought something dirty immigrant  
Stricter immigration laws and build that wall! #KAG #MAGA #ProudAmerican #ProudConservative #TruthIsPower #SearchForTruth #Vote #Deplorable #DrainThatSwamp #WWG1WWGA #BuildThatWall ,0, stricter immigration law build wall kag maga proudamerican proudconservative truthispower searchfortruth vote deplorable drainthatswamp wwgwwga buildthatwall 
Cambridge professor and #UK refugee has prestigious medal stolen ,0, cambridge professor uk refugee prestigious medal stolen 
Dominican Immigrant Sexually Assaulted Multiple Girls In New York via @user Diversity update... ,1, dominican immigrant sexually assaulted multiple girl new york via user diversity update 
Anxious migrant mother awaits reunion with child ,0, anxious migrant mother awaits reunion child 
@user Sorry the old sapphire can’t come to the phone right now. Why? Oh. Cause she’s busy filling her whore hole. ,0, user sorry old sapphire cant come phone right oh cause shes busy filling whore hole 
@user Wow shut up you whore ,0, user wow shut whore 
"Yea Ji Sea, an Army specialist from South Korea, was discharged Friday at Joint Base San Antonio-Fort Sam Houston after 4.5 years of service, abruptly ending her military career before she could achieve a goal of becoming an Army doctor. via @user ",1, yea ji sea army specialist south korea discharged friday joint base san antoniofort sam houston  year service abruptly ending military career could achieve goal becoming army doctor via user 
Illegal immigrant deported 5 times from US sentenced for third DUI ,1, illegal immigrant deported  time u sentenced third duo 
I kno this bitch pussy smells really bad because she cook steak rice n corn everyday ,0, kno bitch pussy smell really bad cook steak rice n corn everyday 
@user At that time (80 years ago) the USA were consequent and have a line. Today the USA are a soft nation without any sucess for the future. The invasion of illigal refugees must stopped in all ways. ,0, user time  year ago usa consequent line today usa soft nation without sucess future invasion illigal refugee must stopped way 
Some of you bitches should be puttin coconut oil up your vag with ya stank ass twat ,1, bitch puttin coconut oil vag ya stank as twat 
DRUDGE_REPORT: British actress becomes fifth woman to accuse of rape... #ycot #tcot #pjnet #conservative ,1, drudgereport british actress becomes fifth woman accuse rape ycot tcot pjnet conservative 
after nearly 2 years this bitch came back to our home only to be hysterical. when will this bitch get hit by a raging bus???? ,1, nearly  year bitch came back home hysterical bitch get hit raging bus 
I never understood the big deal about making a guy a plate at a get -together/cookout. Shit after the children and women eat im in that bitch ,0, never understood big deal making guy plate get togethercookout shit child woman eat im bitch 
Me flirting- So how many filters you got on that thang ,1, flirting many filter got thang 
iMMIGRANT SONG ! ,1, immigrant song  
Dick em Dick em DOWN...DOWN...DOWN... I'll dick a bitch DOWN...DOWN...DOWN... ,0, dick em dick em downdowndown ill dick bitch downdowndown 
Girls that eat ass will always have a special place in my heart... And bed ,0, girl eat as always special place heart bed 
Last night I saw a PEI bar brawl between 2 women fighting over a man. One socked the other and called her a whore. The man promptly vomited. ,1, last night saw pei bar brawl  woman fighting man one socked called whore man promptly vomited 
What in the actual fuck ,1, actual fuck 
"Jennifer Lawrence is complaining about being a whore, meanwhile she's punching old Asian women in face who are sewing her costumes for her ",0, jennifer lawrence complaining whore meanwhile shes punching old asian woman face sewing costume 
Frost is a stupid bitch. @user ,0, frost stupid bitch user 
"So far it's 43 women and at least three rape accusations but sure, go on and believe it was one woman looking for m… ",0, far  woman least three rape accusation sure go believe one woman looking 
Being at a public pool makes me realize how much I really do fucking hate kids ,0, public pool make realize much really fucking hate kid 
new language classes starting soon! can we get a retweet please @user @user @user @user @user ? ,0, new language class starting soon get retweet please user user user user user  
"Cameroon continues to unlawfully force refugees back to conflict, destitution and displacement in Nigeria's Borno State @user @user  ",0, cameroon continues unlawfully force refugee back conflict destitution displacement nigeria borno state user user  
#bookswithalettermissing Alia Grace: Harrowing tale young Saudi-Irish immigrant to Canada framed for a murder she did not commit ,0, bookswithalettermissing alia grace harrowing tale young saudiirish immigrant canada framed murder commit 
"In case you though most international migrants were in Europe, latest figure shows the US has the most!!!  And... ",0, case though international migrant europe latest figure show u  
BabiÅ¡ criticises distribution of 450 migrants among #EU states ,0, babi criticises distribution  migrant among eu state 
Surge in Italian &amp; EU support for Libyan coastguard means almost half of all refugees &amp; migrants who tried to reach EU by boat in June were intercepted and returned to Libya's detention center hellholes ,0, surge italian amp eu support libyan coastguard mean almost half refugee amp migrant tried reach eu boat june intercepted returned libya detention center hellhole 
Come work for @user advocacting on behalf of refugees and migrants. Based in Tunis. DM for more details ,0, come work user advocacting behalf refugee migrant based tunis dm detail 
Lea Ramirez reports from New York City as an alliance develops between tech workers and immigrant rights activists to challenge the tech giants’ ties to ICE ,0, lea ramirez report new york city alliance develops tech worker immigrant right activist challenge tech giant tie ice 
#Burundi Burundian refugees should go home! ,0, burundi burundian refugee go home 
Too many women confuse their hearts with their vaginas ,0, many woman confuse heart vagina 
honestly the amount of interalized misogyny n slut shaming I have is incredible. I feel like a whore and an awful person 4 buying condoms 🙃 ,1, honestly amount interalized misogyny n slut shaming incredible feel like whore awful person  buying condom  
"Literally no woman has ever gone out like this. If they did choose though, you're a slimy cunt for cat calling ",1, literally woman ever gone like choose though youre slimy cunt cat calling 
"'. . . You mean a beautiful being? Yea, then. If not, no. You're not a skank.' ",0,    mean beautiful yea youre skank 
You're a skank ass ho but I love you anyway. @user ,0, youre skank as ho love anyway user 
Women have become bigger players than men. The tides have turned my friends ,0, woman become bigger player men tide turned friend 
#Jordan says unable to host new wave of #Syria refugees #UnitedNations ,0, jordan say unable host new wave syria refugee unitednations 
"Here are the countries that are looking after the most refugees, measured in comparison to the local population - UN @user ",0, country looking refugee measured comparison local population  un user 
Enough! White House says US choking on 10.7 million legal immigrants ,0, enough white house say u choking  million legal immigrant 
"200 black suspects refugees stop the German police to bring one person out of the country. After police have to let him go under pressure, he escaped in the underground. ",0,  black suspect refugee stop german police bring one person country police let go pressure escaped underground 
My life was really headed in the right direction before I started drinking... At the age of 10... ,1, life really headed right direction started drinking age  
"@user #NoDACA No# DACA Fraud  60,000 have Arrest Records 50% lied to get DACA #SendThemBack #Immigration ",0, user nodaca daca fraud   arrest record  lied get daca sendthemback immigration 
@user @user Thats a lie you can not merge Legal Immigrants with Illegal Aliens Stats to come out with a #FakeState ,0, user user thats lie merge legal immigrant illegal alien stats come fakestate 
@user Bottom line is you are a paid fake account coming to the support of a rape enabler. Pretty sick. ,1, user bottom line paid fake account coming support rape enabler pretty sick 
When your life's lit as FUCK ,0, life lit fuck 
"Few have suffered more [during the Trump admin] than immigrants and those seeking asylum from oppressive regimes. However, Trump's anti-immigrant crackdown has been fantastic for South Florida's massive private-prison corporation, Boca Raton's GEO Group. ",0, suffered trump admin immigrant seeking asylum oppressive regime however trump antiimmigrant crackdown fantastic south florida massive privateprison corporation boca ratons geo group 
"@user @user Not ALL men are culpable, just as ALL women are not innocent docile victims Most times Women are reas… ",0, user user men culpable woman innocent docile victim time woman reas 
Back From Dilley Immigrant Detention Center: Interview With Nolo Immigration Attorney/Volunteer Kyle Knapp ,0, back dilley immigrant detention center interview nolo immigration attorneyvolunteer kyle knapp 
Report: US plans to change Palestinian refugee status #President #son-in-law... ,0, report u plan change palestinian refugee status president soninlaw 
@user @user America MUST STOP criminal illegal aliens from coming into this country!!! We must PROTECT our children!!! #WalkAwayFromDemocrats #DemocratsHateAmerica #DemocratsKilledMollieTibbetts #BuildThatWall #TrumpForever #GodBlessPO ,0, user user america must stop criminal illegal alien coming country must protect child walkawayfromdemocrats democratshateamerica democratskilledmollietibbetts buildthatwall trumpforever godblesspo 
@user hey can i go an live with girls like am a tidy bitch in green slut life ? ,0, user hey go live girl like tidy bitch green slut life  
JF&amp;CS volunteers bring comfort to area’s Syrian refugees - ,1, jfampcs volunteer bring comfort area syrian refugee  
European Commission presents plan on creating #EU migration centers ,0, european commission present plan creating eu migration center 
@user I know walahi.. mna lsa kunt basm3ha m3rfsh influenced you wala sudfa ,0, user know walahi mna lsa kunt basmha mrfsh influenced wala sudfa 
@user @user Such a skank you have to play on this.Get a life lol ,0, user user skank play thisget life lol 
Immigration Jihad in action. ,0, immigration jihad action 
I don't just make girls cum... I make girls ask me if they're allowed to cum ,1, dont make girl cum make girl ask theyre allowed cum 
Soccer players go down more than my bitch on my dick ,1, soccer player go bitch dick 
Fire Judges that Release Immigrants after they commit a crime so they end up killing after their release throw the Judge in Jail #Trump MAGA #RedNationRising #Immigration   ,1, fire judge release immigrant commit crime end killing release throw judge jail trump maga rednationrising immigration   
"@user I know you don't apply common sense, but common sense says no-one would be cautioned for rape is a successful prosecution was possible. ",1, user know dont apply common sense common sense say noone would cautioned rape successful prosecution possible 
@user @user can you rally for @user weve got to defeat liberal Pocahontas (@SenWarren ) Massachusetts does not want illegals in our commonwealth #NoDACA #noillegals #senDiehl ,1, user user rally user weve got defeat liberal pocahontas senwarren  massachusetts want illegals commonwealth nodaca noillegals sendiehl 
"We, The People want the Wall Funding NOW!! Shut it down @user #WRWY Also, We, The People want the DACA ILLEGALS sent back to their Countries of Origin!! @user is wrong about these things. #DrainTheSwamp #BuildThatWall #BuildTheWall #MAGA #WWG1WGA #KAG ",0, people want wall funding shut user wrwy also people want daca illegals sent back country origin user wrong thing draintheswamp buildthatwall buildthewall maga wwgwga kag 
"I don’t know one woman who has not experienced harassment, the gamut from demeaning comments all the way to rape. #WomenWhoRoar #MeToo ",1, dont know one woman experienced harassment gamut demeaning comment way rape womenwhoroar metoo 
*Fires back* hoe ass bitch with a big ass forehead 😭 I knowwwwww 😭😭😭 ,1, fire back hoe as bitch big as forehead  knowwwwww  
@user @user @user @user @user @user @user @user @user @user ILLEGALS BUILDTHATWALL ,0, user user user user user user user user user user illegals buildthatwall 
